time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2013-05-26T00:00,63,28.8,23.2,25.954168,35,27.7,31.02083,2013-05-26T05:55,2013-05-26T17:43,6.4999995,6.4999995,0,4,6.8,17.6,245.53018,15.2,3.0999997
2013-05-27T00:00,55,27.3,23.5,25.17083,32.8,28.6,30.33333,2013-05-27T05:55,2013-05-27T17:43,8.299999,8.299999,0,22,7.7,19.1,266.4709,10.04,2.05
2013-05-28T00:00,53,28.9,23.5,25.512499,34,28,30.537504,2013-05-28T05:56,2013-05-28T17:43,6.3999996,6.3999996,0,16,8.9,24.8,241.36914,12.74,2.5800002
2013-05-29T00:00,61,29.6,23.2,25.962496,35.3,27.8,31.016668,2013-05-29T05:56,2013-05-29T17:43,7.2000003,7.2000003,0,13,9.8,23.8,254.11607,18.59,3.7599998
2013-05-30T00:00,61,29.4,23.2,25.845833,34.8,27.5,30.516665,2013-05-30T05:56,2013-05-30T17:43,6.7999997,6.7999997,0,10,12.8,33.8,245.30038,18.18,3.61
2013-05-31T00:00,51,28.5,24.2,26.233337,32.8,28.4,30.533333,2013-05-31T05:56,2013-05-31T17:43,2.2,2.2,0,11,15.1,34.2,256.9543,13.59,2.8399997
2013-06-01T00:00,61,29.2,24.3,26.591665,34.6,28.6,31.241663,2013-06-01T05:56,2013-06-01T17:44,2.1,2.1,0,2,11.4,28.1,261.93588,16.73,3.3899999
2013-06-02T00:00,53,29.5,23.4,26.337502,35.8,28.1,31.5375,2013-06-02T05:57,2013-06-02T17:44,1.6999999,1.6999999,0,3,10.1,23,263.6599,18.15,3.61
2013-06-03T00:00,53,28.1,24.4,26.008337,32.7,28.7,30.47917,2013-06-03T05:57,2013-06-03T17:44,3.8,3.8,0,12,11.1,28.8,257.3247,10.44,2.24
2013-06-04T00:00,55,29.7,23.8,26.345835,35.1,28.6,30.958334,2013-06-04T05:57,2013-06-04T17:44,3.7999997,3.7999997,0,8,11.7,29.5,246.38982,16.22,3.31
2013-06-05T00:00,63,29.8,23.8,26.341665,36.4,28.1,31.016668,2013-06-05T05:57,2013-06-05T17:44,6.4,6.4,0,4,13.2,25.2,244.69125,16.91,3.4799998
2013-06-06T00:00,55,28.8,24.8,26.200003,34.5,29.2,30.945833,2013-06-06T05:58,2013-06-06T17:44,3.9,3.9,0,7,11.4,25.9,234.59087,12.68,2.64
2013-06-07T00:00,53,29.4,23.4,26.333334,34.5,28.3,31.483335,2013-06-07T05:58,2013-06-07T17:44,2,2,0,6,8.1,20.2,213.69005,16.26,3.28
2013-06-08T00:00,61,30.7,23.4,26.512505,37.3,27.7,31.858332,2013-06-08T05:58,2013-06-08T17:44,2.5,2.5,0,2,7.6,20.2,185.33209,18.23,3.7199998
2013-06-09T00:00,63,30.6,24,26.345839,36.6,28.9,31.733335,2013-06-09T05:58,2013-06-09T17:45,10.599999,10.599999,0,5,6.5,19.8,200.17075,13.88,2.86
2013-06-10T00:00,53,30,23.6,26.379168,36.3,28.3,31.854166,2013-06-10T05:59,2013-06-10T17:45,1.5000001,1.5000001,0,4,8.4,19.1,235.00789,18.93,3.8
2013-06-11T00:00,61,29,24.3,26.1625,33.9,29.5,31.141665,2013-06-11T05:59,2013-06-11T17:45,4.899999,4.899999,0,14,12.1,24.8,238.86551,13.23,2.77
2013-06-12T00:00,61,26.9,23.8,25.004166,32.6,28.1,29.854164,2013-06-12T05:59,2013-06-12T17:45,16.4,16.4,0,22,10.7,18.4,215.09138,5.73,1.28
2013-06-13T00:00,63,28.1,23.4,25.0625,32.3,28,29.941666,2013-06-13T05:59,2013-06-13T17:45,16.8,16.8,0,20,9.2,19.1,135.88132,8.66,1.8399999
2013-06-14T00:00,3,29.5,24.1,26.454165,34,28,30.891665,2013-06-14T06:00,2013-06-14T17:45,0,0,0,0,10.7,22,91.96968,17.55,3.6000001
2013-06-15T00:00,51,30,24.3,26.787498,35.1,29.5,31.800003,2013-06-15T06:00,2013-06-15T17:46,0.6,0.6,0,2,7.6,18,81.54502,16.11,3.32
2013-06-16T00:00,61,29.9,23.7,26.416664,36.6,28.7,31.974998,2013-06-16T06:00,2013-06-16T17:46,2.9,2.9,0,8,7.2,19.8,266.42355,17.82,3.57
2013-06-17T00:00,53,29.8,23.6,26.012499,36.3,28.5,31.358335,2013-06-17T06:00,2013-06-17T17:46,1.6,1.6,0,7,6.8,31.3,223.66006,15.4,3.11
2013-06-18T00:00,53,29.8,22.9,26.179169,34.4,27.4,30.97083,2013-06-18T06:00,2013-06-18T17:46,1.4000001,1.4000001,0,7,15.3,30.2,259.8458,17.9,3.6100001
2013-06-19T00:00,51,29.4,23.1,26.554169,33.7,27.6,31.249998,2013-06-19T06:01,2013-06-19T17:46,0.8,0.8,0,5,14.3,35.3,264.06262,16.82,3.4300003
2013-06-20T00:00,51,29.4,23.7,26.212496,35.3,28.6,31.562502,2013-06-20T06:01,2013-06-20T17:47,1.9999999,1.9999999,0,8,7.7,23.4,243.43568,16.64,3.35
2013-06-21T00:00,51,29.4,23.2,26.262499,35,27.9,31.433332,2013-06-21T06:01,2013-06-21T17:47,0.7,0.7,0,5,10.7,21.6,83.90427,17.54,3.5
2013-06-22T00:00,2,29.9,23.3,26.625,35.5,27.7,31.708334,2013-06-22T06:01,2013-06-22T17:47,0,0,0,0,7.4,15.8,92.474144,18.4,3.7400002
2013-06-23T00:00,51,29.8,24.2,26.662498,36,29.2,31.775002,2013-06-23T06:01,2013-06-23T17:47,0.9,0.9,0,5,8.3,20.2,92.33723,18.27,3.6899998
2013-06-24T00:00,3,30.8,23,26.583336,35.9,27.6,31.53333,2013-06-24T06:02,2013-06-24T17:47,0,0,0,0,7.4,15.1,188.63712,19.88,4.03
2013-06-25T00:00,1,31,23.5,27.10833,37.2,28.1,32.375,2013-06-25T06:02,2013-06-25T17:48,0,0,0,0,6.9,14.8,191.61153,21.05,4.2800007
2013-06-26T00:00,53,30.2,23.9,26.445833,36.3,28.5,31.662498,2013-06-26T06:02,2013-06-26T17:48,1.9000001,1.9000001,0,6,7.1,18,135.0001,19.24,3.8300002
2013-06-27T00:00,65,29.3,22.9,25.820833,35.7,27.6,30.533335,2013-06-27T06:02,2013-06-27T17:48,9.5,9.5,0,2,15.2,33.5,239.78873,17.6,3.59
2013-06-28T00:00,55,29,22.9,25.7125,33.8,27.2,30.487503,2013-06-28T06:02,2013-06-28T17:48,2.8000002,2.8000002,0,5,7.2,18.4,117.96211,17.7,3.49
2013-06-29T00:00,53,29.3,23.4,26.020834,34.4,28.3,30.999998,2013-06-29T06:03,2013-06-29T17:49,2.8999999,2.8999999,0,14,10,22.3,81.79996,17.06,3.3999999
2013-06-30T00:00,63,29.1,22.9,25.566671,34.2,27.6,30.416666,2013-06-30T06:03,2013-06-30T17:49,11.4,11.4,0,12,10.3,22.3,91.44408,17.32,3.4299998
2013-07-01T00:00,51,29.4,23.3,26.120834,33.5,27.5,30.620832,2013-07-01T06:03,2013-07-01T17:49,0.1,0.1,0,1,14.1,27.4,98.70488,16.49,3.3199997
2013-07-02T00:00,63,28.3,23.2,25.137503,33.8,27.9,29.995832,2013-07-02T06:03,2013-07-02T17:49,9.7,9.7,0,15,10.6,23.8,184.0376,13.2,2.65
2013-07-03T00:00,63,26.7,23.3,24.41667,32,27.6,29.054163,2013-07-03T06:03,2013-07-03T17:50,23.8,23.8,0,24,11.8,23.8,131.59134,7.14,1.5499998
2013-07-04T00:00,63,26.1,23.5,24.33333,30.7,27.5,28.795832,2013-07-04T06:03,2013-07-04T17:50,36.6,36.6,0,18,9.1,32.8,145.53087,6.5,1.41
2013-07-05T00:00,63,25.3,23.3,24.02083,29.6,27.1,28.333334,2013-07-05T06:04,2013-07-05T17:50,35.899998,35.899998,0,24,11,25.9,99.653725,4.23,0.99
2013-07-06T00:00,61,29.4,22,25.462502,34.1,25.5,29.824999,2013-07-06T06:04,2013-07-06T17:50,2.4,2.4,0,2,11.9,23.8,101.99688,19.5,3.82
2013-07-07T00:00,51,29.7,22.5,25.975004,33.8,27,30.566666,2013-07-07T06:04,2013-07-07T17:50,0.4,0.4,0,3,10.9,23.4,95.26959,17.66,3.5800002
2013-07-08T00:00,51,29.6,21,25.320831,34.9,24.4,29.866669,2013-07-08T06:04,2013-07-08T17:51,0.8,0.8,0,3,9.2,22.7,118.321106,20.59,4.07
2013-07-09T00:00,63,28.4,23.3,25.258333,33.7,27.5,30.116669,2013-07-09T06:04,2013-07-09T17:51,9.499999,9.499999,0,12,12.4,23.8,266.74805,16.8,3.26
2013-07-10T00:00,53,27.9,23.4,25.254166,32.5,27.8,30.037498,2013-07-10T06:04,2013-07-10T17:51,2,2,0,6,6.4,18.7,156.80138,9.73,1.9999999
2013-07-11T00:00,61,29.1,22.5,25.379168,34.8,26.8,30.275,2013-07-11T06:04,2013-07-11T17:51,7.4999995,7.4999995,0,9,8.1,18.7,123.11136,18.07,3.59
2013-07-12T00:00,61,28.3,22.4,25.045832,33.8,26.5,29.862495,2013-07-12T06:04,2013-07-12T17:51,7.3000007,7.3000007,0,8,9.2,24.1,110.55613,15.33,3.01
2013-07-13T00:00,63,27.7,23.1,24.533333,32.6,27.3,29.124998,2013-07-13T06:04,2013-07-13T17:52,33.2,33.2,0,22,9.8,23,161.81084,12.84,2.51
2013-07-14T00:00,61,28,22.8,25.15,33.5,26.5,29.35,2013-07-14T06:04,2013-07-14T17:52,9.4,9.4,0,12,11.1,24.8,213.26015,8.78,1.91
2013-07-15T00:00,63,28.6,23.1,25.091667,33.2,27.5,29.791666,2013-07-15T06:04,2013-07-15T17:52,9.300001,9.300001,0,8,10.7,24.5,132.4906,14.41,2.8799999
2013-07-16T00:00,51,29.6,22.3,25.508331,35,26.4,30.433334,2013-07-16T06:04,2013-07-16T17:52,1.6000001,1.6000001,0,9,10.1,25.9,115.099335,19.67,3.87
2013-07-17T00:00,61,27.8,23.2,25.120832,33,27.9,29.941664,2013-07-17T06:04,2013-07-17T17:52,10.2,10.2,0,12,8.6,23.8,248.28598,14.47,2.86
2013-07-18T00:00,51,28.6,23,25.4,34.5,27.3,30.095833,2013-07-18T06:04,2013-07-18T17:52,0.6,0.6,0,5,8.6,20.2,278.48883,17.8,3.53
2013-07-19T00:00,3,29.2,22.7,25.991669,33.3,26.9,30.154167,2013-07-19T06:04,2013-07-19T17:53,0,0,0,0,10.8,22,108.32111,18.99,3.8300002
2013-07-20T00:00,55,28.3,23.8,25.96667,33.7,29.1,30.804167,2013-07-20T06:04,2013-07-20T17:53,4.4,4.4,0,8,6.5,17.3,315.92392,15.7,3.1699998
2013-07-21T00:00,53,28.3,23.7,25.445831,33.3,28.5,30.35833,2013-07-21T06:04,2013-07-21T17:53,1.9999999,1.9999999,0,7,7.6,15.8,143.39284,13.37,2.6999998
2013-07-22T00:00,51,28.5,23.1,25.458334,33.4,27.8,30,2013-07-22T06:04,2013-07-22T17:53,1,1,0,5,8.4,20.2,121.86595,14.7,2.9699998
2013-07-23T00:00,1,29.6,23.7,26.379168,34.1,28.2,30.849997,2013-07-23T06:04,2013-07-23T17:53,0,0,0,0,14.5,31,98.79434,20.51,4.12
2013-07-24T00:00,63,28.9,23.6,25.7875,33.7,27.9,30.558336,2013-07-24T06:04,2013-07-24T17:53,8.5,8.5,0,12,13.7,34.2,99.066444,16.43,3.2099998
2013-07-25T00:00,63,28.1,23.1,24.854166,32.1,26.9,28.97917,2013-07-25T06:04,2013-07-25T17:53,14.6,14.6,0,12,18.5,38.5,98.55736,15.4,2.9099998
2013-07-26T00:00,51,29,22.8,25.658333,34.1,26.5,29.958336,2013-07-26T06:04,2013-07-26T17:54,0.5,0.5,0,4,12.6,30.6,104.74359,17.43,3.4999998
2013-07-27T00:00,61,29.4,23.6,26.075003,35.6,28.2,31.183334,2013-07-27T06:04,2013-07-27T17:54,6.3999996,6.3999996,0,11,8.9,22.3,86.95825,19.55,3.8600001
2013-07-28T00:00,51,29.1,22.7,25.762503,35.3,27.1,30.59167,2013-07-28T06:04,2013-07-28T17:54,1.9000001,1.9000001,0,9,11,22,72.76985,19.66,3.9399998
2013-07-29T00:00,55,28.5,23.2,25.354164,33.5,27.7,30.112497,2013-07-29T06:04,2013-07-29T17:54,5.7,5.7,0,13,7.1,19.4,153.08351,16.81,3.3300002
2013-07-30T00:00,53,28.9,22.9,25.695831,35.3,27.4,30.408333,2013-07-30T06:03,2013-07-30T17:54,1.3,1.3,0,5,9.2,19.4,107.10279,18.75,3.75
2013-07-31T00:00,51,28.9,23.4,25.920835,34.8,28,30.479164,2013-07-31T06:03,2013-07-31T17:54,1,1,0,5,7.2,22.7,218.65994,18.58,3.7599998
2013-08-01T00:00,51,28.9,23.3,25.866663,33.5,27.6,30.183334,2013-08-01T06:03,2013-08-01T17:54,0.7,0.7,0,4,6,16.2,173.0472,18.75,3.7599998
2013-08-02T00:00,51,29.4,23.2,25.808334,35.4,26.9,30.274996,2013-08-02T06:03,2013-08-02T17:54,1.4000001,1.4000001,0,6,8.2,19.1,124.824585,19.39,3.9
2013-08-03T00:00,2,29.5,23.1,26.170835,33.8,27.4,30.441664,2013-08-03T06:03,2013-08-03T17:54,0,0,0,0,11.8,23,78.83761,20.67,4.19
2013-08-04T00:00,51,29.2,23.4,26.316668,34,27.8,30.866667,2013-08-04T06:02,2013-08-04T17:54,0.1,0.1,0,1,8.9,23.8,96.590515,19.78,3.96
2013-08-05T00:00,51,29.4,23.4,26.229172,35.2,27.7,31,2013-08-05T06:02,2013-08-05T17:54,0.5,0.5,0,3,7.7,19.1,358.09082,18.8,3.8
2013-08-06T00:00,53,29.8,23.3,26.191666,35.3,27.9,31.154165,2013-08-06T06:02,2013-08-06T17:54,2.1,2.1,0,7,7.9,20.2,131.79466,20.37,4.04
2013-08-07T00:00,53,28.8,23.1,25.175001,34.6,27.5,30.104166,2013-08-07T06:02,2013-08-07T17:54,5.6,5.6,0,14,8.8,23,214.43904,16.84,3.33
2013-08-08T00:00,53,28.9,22.8,25.191668,33.8,26.5,29.512497,2013-08-08T06:01,2013-08-08T17:54,2.7,2.7,0,11,7.6,20.5,261.32687,17.02,3.3700001
2013-08-09T00:00,3,29,21.8,25.383333,33.2,25.6,29.549997,2013-08-09T06:01,2013-08-09T17:54,0,0,0,0,11.6,23.8,87.25198,19.37,3.8500001
2013-08-10T00:00,2,29.8,22.9,26.15,35.9,27.1,30.845833,2013-08-10T06:01,2013-08-10T17:54,0,0,0,0,8.6,18.4,28.300632,22.03,4.4400005
2013-08-11T00:00,53,29.4,22.9,25.858332,35,27.5,30.812502,2013-08-11T06:01,2013-08-11T17:54,2.4999998,2.4999998,0,10,8.4,19.1,65.37643,19.5,3.89
2013-08-12T00:00,51,29,23.2,26,35.2,27.5,30.483335,2013-08-12T06:00,2013-08-12T17:54,0.7,0.7,0,4,7.2,21.2,56.437225,20.54,4.180001
2013-08-13T00:00,3,28.6,23.2,25.795832,32.1,26.5,28.658333,2013-08-13T06:00,2013-08-13T17:54,0,0,0,0,11.9,22.7,72.110596,18.5,4.0299997
2013-08-14T00:00,1,29.4,22.4,25.808332,32.7,24.5,28.662498,2013-08-14T06:00,2013-08-14T17:54,0,0,0,0,12.3,25.2,103.360245,22.65,4.77
2013-08-15T00:00,51,29.7,22.8,26.1625,33.8,26.6,29.991667,2013-08-15T05:59,2013-08-15T17:54,0.4,0.4,0,3,16.3,36,86.95682,20.36,4.310001
2013-08-16T00:00,53,30.4,22.7,26.333334,35.8,26.6,30.8375,2013-08-16T05:59,2013-08-16T17:54,1.4,1.4,0,4,14.5,32.8,96.83557,21.77,4.4
2013-08-17T00:00,61,29.6,23.1,25.97083,36,27.4,30.970833,2013-08-17T05:59,2013-08-17T17:54,5.3,5.3,0,10,9,24.8,85.63481,20.73,4.14
2013-08-18T00:00,61,29.4,23.2,25.866667,34.9,27.5,30.804167,2013-08-18T05:58,2013-08-18T17:54,9.299999,9.299999,0,9,8.9,22.3,108.43503,20.42,4.06
2013-08-19T00:00,51,29.2,23.1,25.962502,34.4,27.6,30.324999,2013-08-19T05:58,2013-08-19T17:54,0.6,0.6,0,3,7.1,17.3,90.00005,20.02,4.03
2013-08-20T00:00,3,29,23.5,26.312498,33.6,27.5,30.399996,2013-08-20T05:58,2013-08-20T17:54,0,0,0,0,7,15.1,228.63303,19.06,3.88
2013-08-21T00:00,2,30.3,22.5,26.250002,34.9,26.6,30.491669,2013-08-21T05:57,2013-08-21T17:54,0,0,0,0,10.2,20.5,76.75946,23.33,4.7700005
2013-08-22T00:00,1,30.9,22,26.025,36.2,26.1,30.520836,2013-08-22T05:57,2013-08-22T17:53,0,0,0,0,11.9,21.2,62.162045,23.7,4.8300004
2013-08-23T00:00,1,31.1,22.9,26.512499,36,27.2,30.837502,2013-08-23T05:56,2013-08-23T17:53,0,0,0,0,13,23.8,68.19858,23.01,4.82
2013-08-24T00:00,1,31,22.4,26.233332,34,26.2,29.458336,2013-08-24T05:56,2013-08-24T17:53,0,0,0,0,16.5,29.5,91.044304,24.71,5.4100003
2013-08-25T00:00,2,30.5,21.6,25.933332,34.4,24,29.045832,2013-08-25T05:56,2013-08-25T17:53,0,0,0,0,16.6,27.4,96.6979,23.71,5.0699997
2013-08-26T00:00,3,30.9,22.2,26.354166,34.6,25.8,29.554163,2013-08-26T05:55,2013-08-26T17:53,0,0,0,0,17.2,29.2,90.5011,22.84,5.0500007
2013-08-27T00:00,1,31.3,21.9,26.320833,35.7,24.7,29.712496,2013-08-27T05:55,2013-08-27T17:53,0,0,0,0,16,26.3,85.414,23.99,5.12
2013-08-28T00:00,2,30.8,21.7,26.404167,35.7,25.1,30.387499,2013-08-28T05:54,2013-08-28T17:53,0,0,0,0,13.5,22.3,76.58588,23.72,5.0000005
2013-08-29T00:00,51,31.2,23.7,26.962503,35.9,28,31.325003,2013-08-29T05:54,2013-08-29T17:52,0.1,0.1,0,1,12.7,26.6,86.072495,22.52,4.7000003
2013-08-30T00:00,53,30.2,22.9,26.633333,35.3,27.7,31.433332,2013-08-30T05:53,2013-08-30T17:52,2.6,2.6,0,9,12.8,25.6,70.98916,21.58,4.42
2013-08-31T00:00,63,30.1,23.4,26.2125,35.3,28.1,31.008331,2013-08-31T05:53,2013-08-31T17:52,4.4,4.4,0,5,13.5,33.5,84.52047,20.74,4.17
2013-09-01T00:00,53,29.8,23.6,26.183332,35.1,28.5,31.062498,2013-09-01T05:52,2013-09-01T17:52,3.4,3.4,0,10,13.5,32.4,83.18576,20.41,4.07
2013-09-02T00:00,3,30.5,22.4,26.59583,35.7,27,31.266665,2013-09-02T05:52,2013-09-02T17:52,0,0,0,0,13,24.8,74.56242,22.86,4.7700005
2013-09-03T00:00,53,30.4,22.3,26.358335,36,26.6,31.179163,2013-09-03T05:51,2013-09-03T17:52,2.1,2.1,0,6,11.9,24.5,98.94936,21.62,4.4100003
2013-09-04T00:00,63,29,23.7,26.116663,33.4,27.8,30.679169,2013-09-04T05:51,2013-09-04T17:52,4.4999995,4.4999995,0,10,10.1,26.6,309.5962,18.37,3.74
2013-09-05T00:00,51,29.9,23,26.279165,35.2,27.4,30.875008,2013-09-05T05:50,2013-09-05T17:51,1.1,1.1,0,4,8.9,20.5,53.68627,22.19,4.55
2013-09-06T00:00,55,29.9,23,26.041666,35,27.8,30.629166,2013-09-06T05:50,2013-09-06T17:51,2.8000002,2.8000002,0,7,11,23.8,329.7439,20.21,4.15
2013-09-07T00:00,53,29.3,22.5,25.766665,34.6,27.1,30.337496,2013-09-07T05:50,2013-09-07T17:51,3.1000001,3.1000001,0,11,11.2,25.9,332.20963,20.89,4.18
2013-09-08T00:00,51,29.9,22.2,26.012503,35.3,26.5,30.483335,2013-09-08T05:49,2013-09-08T17:51,0.2,0.2,0,2,10.4,24.1,83.65994,21.93,4.4100003
2013-09-09T00:00,51,30.2,23,26.329168,35.6,27.2,30.908335,2013-09-09T05:49,2013-09-09T17:51,0.4,0.4,0,2,10,23.4,77.471214,22.35,4.51
2013-09-10T00:00,2,29.9,22.6,26.53333,35.2,26.9,30.5875,2013-09-10T05:48,2013-09-10T17:50,0,0,0,0,9.2,21.6,50.153973,21.75,4.53
2013-09-11T00:00,3,30.5,22.8,26.845833,35.2,26.7,30.499998,2013-09-11T05:48,2013-09-11T17:50,0,0,0,0,12.4,24.5,67.667694,22.55,4.9
2013-09-12T00:00,2,31.5,22.8,27.091667,34.5,26.5,30.445837,2013-09-12T05:47,2013-09-12T17:50,0,0,0,0,15.6,30.6,77.12499,24.71,5.46
2013-09-13T00:00,51,31.5,22.9,26.833336,37,26.9,31.475,2013-09-13T05:46,2013-09-13T17:50,0.7,0.7,0,5,11.3,24.5,75.27449,23.5,4.890001
2013-09-14T00:00,61,30.5,23.2,26.145834,36,27.7,31.141668,2013-09-14T05:46,2013-09-14T17:50,13.7,13.7,0,10,10.9,24.8,12.528798,20.91,4.27
2013-09-15T00:00,63,29.8,22.9,25.870832,35.6,27.5,31.008333,2013-09-15T05:45,2013-09-15T17:50,12.700002,12.700002,0,15,9.8,21.6,90.00005,22.44,4.47
2013-09-16T00:00,53,29,23.6,26.020834,34.5,28.5,30.891668,2013-09-16T05:45,2013-09-16T17:49,1.6,1.6,0,4,10.9,24.1,44.00661,19.09,3.86
2013-09-17T00:00,51,29.9,23,26.3375,36.8,27.3,31.320831,2013-09-17T05:44,2013-09-17T17:49,0.6,0.6,0,3,11.2,25.2,343.03363,23.17,4.6800003
2013-09-18T00:00,2,30.1,23.3,26.625,36.3,27.7,31.3125,2013-09-18T05:44,2013-09-18T17:49,0,0,0,0,10,21.2,326.72516,23.03,4.7200003
2013-09-19T00:00,55,30.2,23.5,26.675003,36.1,28.1,31.51667,2013-09-19T05:43,2013-09-19T17:49,2,2,0,8,9.7,23.8,74.05456,21.35,4.37
2013-09-20T00:00,53,30.1,23.4,26.616667,35.9,28.3,31.387497,2013-09-20T05:43,2013-09-20T17:49,2.1999998,2.1999998,0,6,11.4,24.8,96.08843,20.7,4.2400002
2013-09-21T00:00,61,31,23.9,26.9,36.6,28.4,31.699997,2013-09-21T05:42,2013-09-21T17:48,6.1000004,6.1000004,0,6,9.7,22.3,127.234886,21.51,4.5
2013-09-22T00:00,2,31.5,23.6,27.333336,37.8,27.9,32.041664,2013-09-22T05:42,2013-09-22T17:48,0,0,0,0,7.4,19.4,331.92737,23.27,4.8900003
2013-09-23T00:00,3,31.6,23.4,27.525002,37.5,28.1,32.091663,2013-09-23T05:41,2013-09-23T17:48,0,0,0,0,12,22.7,56.07016,24.96,5.33
2013-09-24T00:00,51,31.9,23.4,27.683332,35.9,27.7,31.891665,2013-09-24T05:41,2013-09-24T17:48,0.1,0.1,0,1,16,28.8,73.21729,24.69,5.3900003
2013-09-25T00:00,2,32.6,23.4,27.75,38.1,27.8,32.2875,2013-09-25T05:40,2013-09-25T17:48,0,0,0,0,11.5,21.2,15.584419,25.52,5.57
2013-09-26T00:00,3,32.2,23.4,28.054167,37.7,27.8,32.470837,2013-09-26T05:40,2013-09-26T17:47,0,0,0,0,9.4,19.4,357.41425,24.43,5.3200006
2013-09-27T00:00,51,31.5,23.1,27.641668,37.2,27.3,32.25417,2013-09-27T05:39,2013-09-27T17:47,0.1,0.1,0,1,9.6,23,318.4377,24.13,5.160001
2013-09-28T00:00,51,30.3,24.3,27.241663,35.5,28.9,31.85833,2013-09-28T05:39,2013-09-28T17:47,1.3000001,1.3000001,0,8,8.9,23.4,15.611016,22.19,4.6599994
2013-09-29T00:00,51,29.9,23.6,26.754164,35.4,28.1,31.145834,2013-09-29T05:38,2013-09-29T17:47,1.2,1.2,0,7,11.1,24.8,1.8625563,22.42,4.71
2013-09-30T00:00,63,30.2,23.6,26.083334,35.7,28,30.879166,2013-09-30T05:38,2013-09-30T17:47,13.5,13.5,0,10,10.5,25.6,85.805916,20.69,4.2
2013-10-01T00:00,51,30.8,23.6,26.908333,36.7,28.4,31.662504,2013-10-01T05:37,2013-10-01T17:47,0.4,0.4,0,1,9.3,25.2,75.6027,22.49,4.73
2013-10-02T00:00,63,30.7,24,27.05417,36.4,29,31.99167,2013-10-02T05:37,2013-10-02T17:47,9.200001,9.200001,0,9,10.8,25.2,30.735432,20.81,4.3700004
2013-10-03T00:00,51,30.4,23.7,26.970833,36.7,28.1,31.670835,2013-10-03T05:36,2013-10-03T17:46,0.2,0.2,0,2,11.3,22,43.240715,24.22,5.0500007
2013-10-04T00:00,3,30.9,23.2,27.1,36.2,27.4,31.512503,2013-10-04T05:36,2013-10-04T17:46,0,0,0,0,11.7,24.5,310.162,25.84,5.4
2013-10-05T00:00,53,31.7,22.7,26.729166,38,26.6,31.645828,2013-10-05T05:35,2013-10-05T17:46,1.4000001,1.4000001,0,5,10.6,24.8,121.82746,24.83,5.09
2013-10-06T00:00,51,31.3,22.9,27.183332,37.7,26.9,31.912504,2013-10-06T05:35,2013-10-06T17:46,0.5,0.5,0,3,9.7,22.3,14.349261,24.76,5.240001
2013-10-07T00:00,61,31.1,24,27.075003,36.6,28.7,31.645834,2013-10-07T05:34,2013-10-07T17:46,2.1999998,2.1999998,0,4,10.5,24.8,217.23453,22.12,4.7
2013-10-08T00:00,61,31.4,23.4,26.483335,37.1,27.4,31.025,2013-10-08T05:34,2013-10-08T17:46,2.6,2.6,0,4,9,24.1,104.66452,24.15,5.0000005
2013-10-09T00:00,51,31.2,23.3,26.958334,36.7,27.2,31.479166,2013-10-09T05:33,2013-10-09T17:46,1.3,1.3,0,6,8.6,20.5,107.52567,24.48,5.0900006
2013-10-10T00:00,2,31.5,23.5,27.4,36.2,27.7,31.591667,2013-10-10T05:33,2013-10-10T17:46,0,0,0,0,12,22.3,35.490623,24.24,5.2400002
2013-10-11T00:00,2,31.8,23.3,27.841665,37.6,27.4,32.12916,2013-10-11T05:32,2013-10-11T17:45,0,0,0,0,8.7,20.9,300.50424,23.66,5.12
2013-10-12T00:00,61,31.3,24.4,27.454165,36.9,28.7,32.279163,2013-10-12T05:32,2013-10-12T17:45,10.9,10.9,0,10,11.3,25.2,38.65987,23.07,4.8500004
2013-10-13T00:00,61,30.1,24.3,26.783335,36.5,28.3,31.591667,2013-10-13T05:32,2013-10-13T17:45,8.999999,8.999999,0,8,11,22.7,223.36353,19.46,4.100001
2013-10-14T00:00,2,31,23.6,27.191666,36.8,27.8,31.883333,2013-10-14T05:31,2013-10-14T17:45,0,0,0,0,9.3,21.2,135.90918,22.63,4.7100005
2013-10-15T00:00,51,31.6,24.6,27.733337,37.2,28.9,32.470837,2013-10-15T05:31,2013-10-15T17:45,0.3,0.3,0,1,10.6,23,100.39726,23.45,4.94
2013-10-16T00:00,51,31.7,24.2,27.758337,36.9,29.3,32.18333,2013-10-16T05:30,2013-10-16T17:45,0.1,0.1,0,1,15.1,26.6,65.0353,23.75,5.2200003
2013-10-17T00:00,51,31.7,24.9,28.004166,35.4,29.8,32.337498,2013-10-17T05:30,2013-10-17T17:45,1,1,0,5,21.3,43.9,80.51267,21.64,4.74
2013-10-18T00:00,61,28.8,24.9,26.77083,34.2,29.9,31.945837,2013-10-18T05:30,2013-10-18T17:45,8.1,8.1,0,13,16.8,37.8,59.18433,17.4,3.4599998
2013-10-19T00:00,55,30.8,23.8,26.624998,37.1,28.7,31.95833,2013-10-19T05:29,2013-10-19T17:45,4.9,4.9,0,8,10.8,26.3,115.201096,22.92,4.69
